Cluster,tract,LON,LAT,estabs,scaled_emp,nice_emp_bin
"Local Real Estate, Construction, and Development",8123002210,-104.92125561509349,40.433270604237904,14,0.04820286659316428,250 to 500
"Local Real Estate, Construction, and Development",8123001411,-104.77031536066,40.41986573562886,10,0.04820286659316428,250 to 500
"Local Real Estate, Construction, and Development",8123002209,-104.85996275904388,40.44308334494835,23,0.046019845644983466,250 to 500
"Local Real Estate, Construction, and Development",8123000600,-104.69799343306968,40.43712583971297,9,0.044928335170893056,250 to 500
"Local Real Estate, Construction, and Development",8123001908,-104.85233948397055,40.0768313375642,25,0.044928335170893056,250 to 500
"Local Real Estate, Construction, and Development",8123001005,-104.72516764615584,40.37707025173266,21,0.04383682469680265,250 to 500
"Local Real Estate, Construction, and Development",8123002016,-104.90074313169605,40.14034848523801,10,0.04383682469680265,250 to 500
"Local Real Estate, Construction, and Development",8123001416,-104.78285619186752,40.440845008577874,20,0.041653803748621834,250 to 500
"Local Real Estate, Construction, and Development",8123002009,-105.00136253372467,40.053285459399795,19,0.039470782800441015,250 to 500
"Local Real Estate, Construction, and Development",8069001709,-104.96312419675719,40.44287648219089,11,0.037287761852260196,250 to 500
"Local Real Estate, Construction, and Development",8123001600,-104.55839637880197,40.39205571124848,17,0.037287761852260196,250 to 500
"Local Real Estate, Construction, and Development",8123002010,-105.00997001114764,40.122115824920215,18,0.03619625137816979,250 to 500
"Local Real Estate, Construction, and Development",8123000703,-104.65958388867112,40.3998777451984,10,0.03510474090407938,250 to 500
"Local Real Estate, Construction, and Development",8014031400,-104.99664362693706,40.002808259047335,10,0.03401323042998897,250 to 500
"Local Real Estate, Construction, and Development",8123002203,-104.87629643711841,40.464260474266695,17,0.031830209481808154,100 to 250
"Local Real Estate, Construction, and Development",8123001406,-104.77633441104776,40.388293452243545,11,0.03073869900771775,100 to 250
"Local Real Estate, Construction, and Development",8123001408,-104.77121012736676,40.39820735414446,13,0.03073869900771775,100 to 250
"Local Real Estate, Construction, and Development",8123002501,-104.57098751826011,40.64498006844884,14,0.02964718853362734,100 to 250
"Local Real Estate, Construction, and Development",8123000701,-104.68473339387405,40.43147182755247,15,0.02746416758544653,100 to 250
"Local Real Estate, Construction, and Development",8123002102,-104.9207008316908,40.3202218073026,13,0.02746416758544653,100 to 250
"Local Real Estate, Construction, and Development",8123001100,-104.7249251978734,40.39714913866406,8,0.02637265711135612,100 to 250
"Local Real Estate, Construction, and Development",8069002501,-104.95845750075394,40.495272276053605,6,0.02528114663726571,100 to 250
"Local Real Estate, Construction, and Development",8123002207,-104.92775865467124,40.508155899448845,12,0.02528114663726571,100 to 250
"Local Real Estate, Construction, and Development",8123002502,-104.53540974058335,40.0724894488122,14,0.024189636163175304,100 to 250
"Local Real Estate, Construction, and Development",8123001300,-104.7243688702059,40.434159926307146,10,0.022006615214994488,100 to 250
"Local Real Estate, Construction, and Development",8123001417,-104.7427674817803,40.43404389268878,7,0.020915104740904078,100 to 250
"Local Real Estate, Construction, and Development",8123001906,-104.81927770277588,40.12947795108101,10,0.019823594266813672,100 to 250
"Local Real Estate, Construction, and Development",8123002013,-104.95556745517898,40.12080405430773,9,0.019823594266813672,100 to 250
"Local Real Estate, Construction, and Development",8123001409,-104.74891383223824,40.40063933363667,9,0.017640573318632856,100 to 250
"Local Real Estate, Construction, and Development",8123002019,-104.95687529148077,40.15338395707783,7,0.017640573318632856,100 to 250
"Local Real Estate, Construction, and Development",8123001407,-104.79087304936616,40.40166938065266,7,0.016549062844542446,50 to 100
"Local Real Estate, Construction, and Development",8123001412,-104.79641733370903,40.41183826037987,7,0.016549062844542446,50 to 100
"Local Real Estate, Construction, and Development",8123002006,-104.89531626984534,40.012325489451676,6,0.016549062844542446,50 to 100
"Local Real Estate, Construction, and Development",8123001413,-104.7459644934888,40.42634753876408,5,0.01545755237045204,50 to 100
"Local Real Estate, Construction, and Development",8123002015,-104.92029034351442,40.09122355717089,5,0.01545755237045204,50 to 100
"Local Real Estate, Construction, and Development",8123000200,-104.68998393704669,40.41019375381959,5,0.014366041896361632,50 to 100
"Local Real Estate, Construction, and Development",8123001006,-104.70829225689691,40.378915715403785,7,0.014366041896361632,50 to 100
"Local Real Estate, Construction, and Development",8123001415,-104.75892126444586,40.43633228630378,4,0.014366041896361632,50 to 100
"Local Real Estate, Construction, and Development",8123002005,-104.95098642358006,40.055767290808134,5,0.014366041896361632,50 to 100
"Local Real Estate, Construction, and Development",8123000401,-104.70105921032908,40.41171731964063,6,0.013274531422271224,50 to 100
"Local Real Estate, Construction, and Development",8001060000,-104.9907146216195,39.976400122911976,6,0.013274531422271224,50 to 100
"Local Real Estate, Construction, and Development",8013013211,-105.07737674686453,40.13493705071353,5,0.013274531422271224,50 to 100
"Local Real Estate, Construction, and Development",8123000501,-104.71139560113119,40.43258705330521,3,0.012183020948180816,50 to 100
"Local Real Estate, Construction, and Development",8123000900,-104.70877475192785,40.397131322949356,4,0.012183020948180816,50 to 100
"Local Real Estate, Construction, and Development",8123001405,-104.77016329768023,40.38115744237938,4,0.012183020948180816,50 to 100
"Local Real Estate, Construction, and Development",8123002004,-104.93599599065529,40.08178790091642,4,0.012183020948180816,50 to 100
"Local Real Estate, Construction, and Development",8123002007,-105.04868909375371,40.04594700092124,3,0.012183020948180816,50 to 100
"Local Real Estate, Construction, and Development",8123002020,-104.92852619787976,40.161997690438895,4,0.012183020948180816,50 to 100
"Local Real Estate, Construction, and Development",8123002204,-104.90406978234478,40.46380901865709,5,0.012183020948180816,50 to 100
"Local Real Estate, Construction, and Development",8123001202,-104.72488822192959,40.410526315621524,4,0.011091510474090408,20 to 50
"Local Real Estate, Construction, and Development",8013060900,-105.0890350162491,39.976012082770524,4,0.011091510474090408,20 to 50
"Local Real Estate, Construction, and Development",8123002012,-104.97539692357441,40.102119210467976,4,0.011091510474090408,20 to 50
"Local Real Estate, Construction, and Development",8123000100,-104.69287031812078,40.422537284206,3,0.01,20 to 50
"Local Real Estate, Construction, and Development",8123000502,-104.70030596192713,40.42616795686515,3,0.01,20 to 50
"Local Real Estate, Construction, and Development",8123001003,-104.70940320939917,40.38913914614687,3,0.01,20 to 50
"Local Real Estate, Construction, and Development",8123002017,-104.98943649271341,40.1207395436141,3,0.01,20 to 50
Local Retailing of Clothing and General Merchandise,8123001800,-104.79407909284045,40.10054579763897,9,0.03510474090407938,250 to 500
Local Retailing of Clothing and General Merchandise,8123001300,-104.72825163857699,40.446736949360286,5,0.03292171995589857,100 to 250
Local Retailing of Clothing and General Merchandise,8123001412,-104.7993356656179,40.404004781907226,5,0.02746416758544653,100 to 250
Local Retailing of Clothing and General Merchandise,8123000300,-104.6893758033547,40.41784448598071,6,0.024189636163175304,100 to 250
Local Retailing of Clothing and General Merchandise,8123001500,-104.72677566017943,40.500958022865085,10,0.024189636163175304,100 to 250
Local Retailing of Clothing and General Merchandise,8123002013,-104.92080261635654,40.14075569320798,5,0.020915104740904078,100 to 250
Local Retailing of Clothing and General Merchandise,8123002203,-104.88038024452763,40.452008663369064,6,0.020915104740904078,100 to 250
Local Retailing of Clothing and General Merchandise,8123002009,-105.02428799763915,40.0272298078751,5,0.013274531422271224,50 to 100
Local Retailing of Clothing and General Merchandise,8123001005,-104.73159530128426,40.37212546482043,5,0.013274531422271224,50 to 100
Local Retailing of Clothing and General Merchandise,8123001409,-104.7374358661923,40.39762068653001,3,0.012183020948180816,50 to 100
Local Retailing of Clothing and General Merchandise,8123002103,-104.9720599600523,40.25388409416018,5,0.012183020948180816,50 to 100
Local Retailing of Clothing and General Merchandise,8123000705,-104.64289380200168,40.394910288468026,4,0.012183020948180816,50 to 100
Local Retailing of Clothing and General Merchandise,8123001700,-104.66907802436053,40.35678973941421,3,0.011091510474090408,20 to 50
Local Retailing of Clothing and General Merchandise,8123001003,-104.7087637687461,40.38792249729727,3,0.01,20 to 50
Local Utilities,8123001406,-104.75773284777073,40.367380957011335,4,0.02528114663726571,100 to 250
Local Utilities,8123001201,-104.74136008177197,40.44887309149363,5,0.024189636163175304,100 to 250
Local Utilities,8123002204,-104.85813142632773,40.49056053049595,6,0.016549062844542446,50 to 100
Local Utilities,8123002015,-104.89508903761013,40.09149923693247,5,0.012183020948180816,50 to 100
Local Utilities,8123000800,-104.6774496608488,40.40085603235233,3,0.01,20 to 50
Local Utilities,8123001408,-104.75367272008714,40.39503582023004,3,0.01,20 to 50
"Marketing, Design, and Publishing",8123001416,-104.71227633629677,40.49861685501427,10,0.042745314222712244,250 to 500
"Marketing, Design, and Publishing",8123001905,-104.8045170768743,40.076495673519936,5,0.023098125689084897,100 to 250
"Marketing, Design, and Publishing",8123002010,-105.03310000576113,40.13879966096758,6,0.019823594266813672,100 to 250
"Marketing, Design, and Publishing",8123002101,-104.8914283150937,40.32315562457923,5,0.018732083792723266,100 to 250
"Marketing, Design, and Publishing",8123002012,-104.94614270039025,40.09120116629922,3,0.016549062844542446,50 to 100
"Marketing, Design, and Publishing",8123000402,-104.69264023458308,40.42253878176917,3,0.016549062844542446,50 to 100
"Marketing, Design, and Publishing",8123002020,-104.93959395519863,40.15009466031485,5,0.016549062844542446,50 to 100
"Marketing, Design, and Publishing",8123002009,-105.01856078204362,40.03536844482057,7,0.01545755237045204,50 to 100
"Marketing, Design, and Publishing",8123001700,-104.68491766790102,40.32205172785614,7,0.01545755237045204,50 to 100
"Marketing, Design, and Publishing",8123000705,-104.65217353664461,40.41456403471725,6,0.013274531422271224,50 to 100
"Marketing, Design, and Publishing",8123002209,-104.84993872169302,40.45066343056673,6,0.013274531422271224,50 to 100
"Marketing, Design, and Publishing",8123001800,-104.6978056014962,40.21238763916413,4,0.011091510474090408,20 to 50
"Marketing, Design, and Publishing",8123001405,-104.7277196068044,40.37778135441143,3,0.01,20 to 50
"Marketing, Design, and Publishing",8123001404,-104.78088181399448,40.37791743185522,3,0.01,20 to 50
"Marketing, Design, and Publishing",8123002206,-104.95555738073875,40.46978552218743,3,0.01,20 to 50
"Marketing, Design, and Publishing",8123001410,-104.73545524095397,40.41338012682391,3,0.01,20 to 50
Metalworking Technology,8123002208,-104.91700896457702,40.51675770921552,5,0.028555678059536932,100 to 250
Metalworking Technology,8123002013,-104.91139112570852,40.10744211810645,6,0.019823594266813672,100 to 250
Metalworking Technology,8123001100,-104.69610994528873,40.39885762060057,3,0.013274531422271224,50 to 100
Metalworking Technology,8123001406,-104.83330207840677,40.34267065556229,3,0.011091510474090408,20 to 50
Oil and Gas Production and Transportation,8123001700,-104.71531602002588,40.33520704870551,10,0.10386990077177508,"500 to 1,000"
Oil and Gas Production and Transportation,8123000600,-104.70261547943971,40.406645015410284,15,0.05475192943770673,250 to 500
Oil and Gas Production and Transportation,8123001417,-104.75608330216303,40.42141907239889,9,0.03510474090407938,250 to 500
Oil and Gas Production and Transportation,8123001404,-104.75504861711208,40.37764084342393,8,0.024189636163175304,100 to 250
Oil and Gas Production and Transportation,8123002101,-104.8363180965876,40.353215302460015,8,0.023098125689084897,100 to 250
Oil and Gas Production and Transportation,8123002203,-104.87133806690103,40.494986041390945,7,0.020915104740904078,100 to 250
Oil and Gas Production and Transportation,8123001500,-104.72415794669158,40.47832036759529,11,0.019823594266813672,100 to 250
Oil and Gas Production and Transportation,8123002018,-104.97297670995084,40.13590689707386,6,0.018732083792723266,100 to 250
Oil and Gas Production and Transportation,8123002502,-104.66458718584713,39.988925753596796,4,0.017640573318632856,100 to 250
Oil and Gas Production and Transportation,8123002210,-104.95788910697168,40.43566786543428,5,0.016549062844542446,50 to 100
Oil and Gas Production and Transportation,8123000705,-104.63685464023038,40.393098696492906,7,0.016549062844542446,50 to 100
Oil and Gas Production and Transportation,8123002103,-105.00973620221612,40.21903040798958,6,0.01545755237045204,50 to 100
Oil and Gas Production and Transportation,8069002501,-104.96778238999562,40.54604557214908,3,0.014366041896361632,50 to 100
Oil and Gas Production and Transportation,8123001300,-104.72441433700874,40.43494773287724,6,0.014366041896361632,50 to 100
Oil and Gas Production and Transportation,8123001416,-104.7885631940479,40.432561593730874,6,0.014366041896361632,50 to 100
Oil and Gas Production and Transportation,8123001800,-104.7992888214863,40.24127529665967,4,0.014366041896361632,50 to 100
Oil and Gas Production and Transportation,8014031300,-105.01468828131435,39.99435605110181,4,0.014366041896361632,50 to 100
Oil and Gas Production and Transportation,8123001908,-104.84984309834678,40.08615279201427,4,0.013274531422271224,50 to 100
Oil and Gas Production and Transportation,8123002012,-104.97236213593581,40.09355712928152,3,0.013274531422271224,50 to 100
Oil and Gas Production and Transportation,8123002207,-104.92030290748035,40.49833556937122,5,0.012183020948180816,50 to 100
Oil and Gas Production and Transportation,8123002300,-104.7944903281981,40.59287017789867,4,0.012183020948180816,50 to 100
Oil and Gas Production and Transportation,8123002009,-105.01977462410606,40.06532187585385,4,0.012183020948180816,50 to 100
Oil and Gas Production and Transportation,8123002501,-104.41748509428906,40.72400538223099,4,0.011091510474090408,20 to 50
Oil and Gas Production and Transportation,8123001902,-104.71413014760095,40.082483821440555,3,0.01,20 to 50
Oil and Gas Production and Transportation,8001008604,-104.79800449981137,40.02881334108516,3,0.01,20 to 50
Oil and Gas Production and Transportation,8123001412,-104.83679963474415,40.42033016727952,3,0.01,20 to 50
Performing Arts,8123001700,-104.66802840284036,40.382412079010884,4,0.014366041896361632,50 to 100
Performing Arts,8123001500,-104.72875338745992,40.541205788113615,5,0.012183020948180816,50 to 100
Performing Arts,8123002208,-104.87347062569671,40.42840989681193,4,0.011091510474090408,20 to 50
Performing Arts,8123002017,-104.8287591300783,40.100545884754986,3,0.01,20 to 50
Plastics,8123000600,-104.8231823014765,40.47587229062366,4,0.018732083792723266,100 to 250
Plastics,8123002019,-104.88217811775654,40.14963104280979,3,0.011091510474090408,20 to 50
Printing Services,8123002012,-104.8075360104156,40.10347258552526,4,0.012183020948180816,50 to 100
Printing Services,8123000705,-104.7066033708556,40.37961172042961,3,0.01,20 to 50
Production Technology and Heavy Machinery,8123002102,-104.941432922761,40.23698313916195,6,0.014366041896361632,50 to 100
Production Technology and Heavy Machinery,8123001409,-104.75484507915404,40.45387875167438,7,0.014366041896361632,50 to 100
Production Technology and Heavy Machinery,8123000401,-104.68721231139456,40.405586523179814,4,0.011091510474090408,20 to 50
Recreational and Small Electric Goods,8123002016,-104.82271843768892,40.314818586483234,4,0.012183020948180816,50 to 100
Transportation and Logistics,8123001908,-104.89537643876265,40.15297975595255,21,0.07767364939360528,"500 to 1,000"
Transportation and Logistics,8123002009,-104.99280112858904,40.011268268168266,7,0.038379272326350605,250 to 500
Transportation and Logistics,8123001405,-104.74339088023605,40.385515095561665,5,0.019823594266813672,100 to 250
Transportation and Logistics,8123000701,-104.67841575514767,40.442415832269994,7,0.016549062844542446,50 to 100
Transportation and Logistics,8123001700,-104.67577484786878,40.295805312842,5,0.016549062844542446,50 to 100
Transportation and Logistics,8123002203,-104.87814893858358,40.4661973526093,6,0.01545755237045204,50 to 100
Transportation and Logistics,8123002102,-104.95967241828795,40.34083867508524,4,0.01545755237045204,50 to 100
Transportation and Logistics,8123001202,-104.71795717290412,40.40737889747338,6,0.01545755237045204,50 to 100
Transportation and Logistics,8123001500,-104.71242393073493,40.477147033471795,7,0.014366041896361632,50 to 100
Transportation and Logistics,8123002101,-104.84075191791882,40.34441907762809,5,0.014366041896361632,50 to 100
Transportation and Logistics,8123000705,-104.6379679084266,40.383389399647136,5,0.013274531422271224,50 to 100
Transportation and Logistics,8123002208,-104.8966689459284,40.52529506178025,5,0.013274531422271224,50 to 100
Transportation and Logistics,8123002300,-104.78601185057204,40.59216050311964,3,0.013274531422271224,50 to 100
Transportation and Logistics,8123002207,-104.94813899688005,40.50489331980826,5,0.013274531422271224,50 to 100
Transportation and Logistics,8123000900,-104.6912292793196,40.39898051499409,4,0.012183020948180816,50 to 100
Transportation and Logistics,8123002209,-104.8421755477288,40.4363595715953,3,0.011091510474090408,20 to 50
Transportation and Logistics,8123002501,-104.4534613080238,40.78468101473662,4,0.011091510474090408,20 to 50
Transportation and Logistics,8123001408,-104.78878751748861,40.40453816313364,4,0.011091510474090408,20 to 50
Transportation and Logistics,8123001416,-104.76999468872047,40.44035278629988,4,0.011091510474090408,20 to 50
Transportation and Logistics,8123000704,-104.66666725761874,40.399691276644084,3,0.01,20 to 50
Upstream Metal Manufacturing,8123002101,-104.90562918477129,40.32833845695545,6,0.019823594266813672,100 to 250
Video Production and Distribution,8123001700,-104.78089058094564,40.36339850968102,4,0.013274531422271224,50 to 100
Wood Products,8123002013,-105.01730959969855,40.05763146695975,7,0.023098125689084897,100 to 250
Wood Products,8123000701,-104.6903896625418,40.461789924064405,5,0.013274531422271224,50 to 100
